Model,Readout Train Data,Readout Test Data,Train Accuracy,Test Accuracy,Readout Type,Predicted Prob,Predicted Outcome,Actual Outcome,Stimulus Name,Encoder Type,Dynamics Type,Encoder Pre-training Task,Encoder Pre-training Dataset,Encoder Pre-training Seed,Encoder Training Task,Encoder Training Dataset,Encoder Training Seed,Dynamics Training Task,Dynamics Training Dataset,Dynamics Training Seed
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.46836506 0.53163494],1,0,pilot_it2_collision_tiny_ball_box-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.33272674 0.66727326],1,1,pilot_it2_collision_tiny_ball_box-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.29768827 0.70231173],1,1,pilot_it2_collision_tiny_ball_box-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.29371308 0.70628692],1,1,pilot_it2_collision_tiny_ball_box-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.05738033 0.94261967],1,1,pilot_it2_collision_tiny_ball_box-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.52400166 0.47599834],0,1,pilot_it2_collision_tiny_ball_box-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.4017801 0.5982199],1,0,pilot_it2_collision_tiny_ball_box-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.78974696 0.21025304],0,0,pilot_it2_collision_tiny_ball_box-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.4540914 0.5459086],1,1,pilot_it2_collision_tiny_ball_box_1_dis_1_occ-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.35127876 0.64872124],1,1,pilot_it2_collision_tiny_ball_box_1_dis_1_occ-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.20856373 0.79143627],1,0,pilot_it2_collision_tiny_ball_box_1_dis_1_occ-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.56500368 0.43499632],0,1,pilot_it2_collision_tiny_ball_box_1_dis_1_occ-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.68448122 0.31551878],0,1,pilot_it2_collision_tiny_ball_box_1_dis_1_occ-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.28315615 0.71684385],1,1,pilot_it2_collision_tiny_ball_box_1_dis_1_occ-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.44720319 0.55279681],1,1,pilot_it2_collision_tiny_ball_box_1_dis_1_occ-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.59723237 0.40276763],0,0,pilot_it2_collision_tiny_ball_box_1_dis_1_occ-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.14503992 0.85496008],1,1,pilot_it2_collision_tiny_ball_box_1_dis_1_occ-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.33891988 0.66108012],1,1,pilot_it2_collision_tiny_ball_box_1_dis_1_occ-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.08387622 0.91612378],1,0,pilot_it2_collision_tiny_ball_box_2_dis_2_occ-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.07979731 0.92020269],1,1,pilot_it2_collision_tiny_ball_box_2_dis_2_occ-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.08506973 0.91493027],1,1,pilot_it2_collision_tiny_ball_box_2_dis_2_occ-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.37384391 0.62615609],1,1,pilot_it2_collision_tiny_ball_box_2_dis_2_occ-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.24513578 0.75486422],1,1,pilot_it2_collision_tiny_ball_box_2_dis_2_occ-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.11190568 0.88809432],1,0,pilot_it2_collision_tiny_ball_box_2_dis_2_occ-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.2967868 0.7032132],1,1,pilot_it2_collision_tiny_ball_box_2_dis_2_occ-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.12570329 0.87429671],1,1,pilot_it2_collision_tiny_ball_box_2_dis_2_occ-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.93251689 0.06748311],0,0,pilot_it2_collision_tiny_ball_box_2_dis_2_occ-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.18983736 0.81016264],1,0,pilot_it2_collision_tiny_ball_box_2_dis_2_occ-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.02467506 0.97532494],1,1,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.51100745 0.48899255],0,1,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.49446875 0.50553125],1,0,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.21147625 0.78852375],1,0,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.26736635 0.73263365],1,0,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.46806016 0.53193984],1,1,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.00282072 0.99717928],1,1,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.00348694 0.99651306],1,0,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.02198264 0.97801736],1,1,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.57565871 0.42434129],0,1,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.0412846 0.9587154],1,1,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.58780446 0.41219554],0,0,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.98759686 0.01240314],0,1,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.45300958 0.54699042],1,0,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.56285285 0.43714715],0,0,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.03752559 0.96247441],1,1,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.2827319 0.7172681],1,1,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.01670835 0.98329165],1,1,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.034962 0.965038],1,1,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.87777552 0.12222448],0,0,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.38672126 0.61327874],1,1,pilot_it2_collision_yeet_box-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.68169975 0.31830025],0,0,pilot_it2_collision_yeet_box-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.62000612 0.37999388],0,0,pilot_it2_collision_yeet_box-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.09407708 0.90592292],1,1,pilot_it2_collision_yeet_box-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.03901805 0.96098195],1,1,pilot_it2_collision_yeet_box-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.71465411 0.28534589],0,1,pilot_it2_collision_yeet_box-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.6768031 0.3231969],0,0,pilot_it2_collision_yeet_box-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.43513962 0.56486038],1,0,pilot_it2_collision_yeet_box-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.22539731 0.77460269],1,0,pilot_it2_collision_yeet_box-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.00653873 0.99346127],1,0,pilot_it2_collision_yeet_box-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.78427254 0.21572746],0,1,pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.71017615 0.28982385],0,0,pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.34052931 0.65947069],1,1,pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.47847531 0.52152469],1,0,pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.85072084 0.14927916],0,1,pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.07235336 0.92764664],1,0,pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.4259285 0.5740715],1,1,pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.61702859 0.38297141],0,0,pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.58512235 0.41487765],0,1,pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.29930965 0.70069035],1,1,pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.39275519 0.60724481],1,0,pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.7603833 0.2396167],0,0,pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.39737973 0.60262027],1,0,pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.66791721 0.33208279],0,0,pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.6353823 0.3646177],0,0,pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.26993744 0.73006256],1,0,pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.00553057 0.99446943],1,0,pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.79059177 0.20940823],0,0,pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.49729571 0.50270429],1,1,pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.84286102 0.15713898],0,0,pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.78940058 0.21059942],0,0,pilot_it2_collision_yeet_tdw_1_dis_1_occ-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.27798086 0.72201914],1,0,pilot_it2_collision_yeet_tdw_1_dis_1_occ-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.78143471 0.21856529],0,0,pilot_it2_collision_yeet_tdw_1_dis_1_occ-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.0996948 0.9003052],1,0,pilot_it2_collision_yeet_tdw_1_dis_1_occ-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.02782941 0.97217059],1,0,pilot_it2_collision_yeet_tdw_1_dis_1_occ-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.68972773 0.31027227],0,0,pilot_it2_collision_yeet_tdw_1_dis_1_occ-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.0662212 0.9337788],1,0,pilot_it2_collision_yeet_tdw_1_dis_1_occ-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.5029327 0.4970673],0,0,pilot_it2_collision_yeet_tdw_1_dis_1_occ-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.24401254 0.75598746],1,0,pilot_it2_collision_yeet_tdw_1_dis_1_occ-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.01878435 0.98121565],1,1,pilot_it2_collision_yeet_tdw_1_dis_1_occ-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.23753734 0.76246266],1,0,pilot_it2_collision_yeet_tdw_2_dis_2_occ-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.19038627 0.80961373],1,1,pilot_it2_collision_yeet_tdw_2_dis_2_occ-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.31003116 0.68996884],1,1,pilot_it2_collision_yeet_tdw_2_dis_2_occ-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.03427007 0.96572993],1,1,pilot_it2_collision_yeet_tdw_2_dis_2_occ-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.35282316 0.64717684],1,0,pilot_it2_collision_yeet_tdw_2_dis_2_occ-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.69837984 0.30162016],0,1,pilot_it2_collision_yeet_tdw_2_dis_2_occ-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.79749003 0.20250997],0,1,pilot_it2_collision_yeet_tdw_2_dis_2_occ-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.57491989 0.42508011],0,1,pilot_it2_collision_yeet_tdw_2_dis_2_occ-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.12269163 0.87730837],1,1,pilot_it2_collision_yeet_tdw_2_dis_2_occ-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7103174603174603,0.5419847328244275,B,[0.64804878 0.35195122],0,1,pilot_it2_collision_yeet_tdw_2_dis_2_occ-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7093253968253969,0.5229007633587787,C,[0.0767973 0.9232027],1,0,pilot_it2_collision_assorted_targets_box-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7093253968253969,0.5229007633587787,C,[0.09671216 0.90328784],1,1,pilot_it2_collision_assorted_targets_box-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7093253968253969,0.5229007633587787,C,[0.22636818 0.77363182],1,1,pilot_it2_collision_assorted_targets_box-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7093253968253969,0.5229007633587787,C,[0.13005349 0.86994651],1,1,pilot_it2_collision_assorted_targets_box-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7093253968253969,0.5229007633587787,C,[0.43135423 0.56864577],1,1,pilot_it2_collision_assorted_targets_box-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7093253968253969,0.5229007633587787,C,[0.18533677 0.81466323],1,0,pilot_it2_collision_assorted_targets_box-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7093253968253969,0.5229007633587787,C,[0.51458113 0.48541887],0,0,pilot_it2_collision_assorted_targets_box-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7093253968253969,0.5229007633587787,C,[0.14124383 0.85875617],1,0,pilot_it2_collision_assorted_targets_box-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7093253968253969,0.5229007633587787,C,[0.66948658 0.33051342],0,0,pilot_it2_collision_assorted_targets_box-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7093253968253969,0.5229007633587787,C,[0.17014101 0.82985899],1,1,pilot_it2_collision_assorted_targets_box-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7093253968253969,0.5229007633587787,C,[0.29748616 0.70251384],1,0,pilot_it2_collision_assorted_targets_box_1_dis_1_occ-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.7093253968253969,0.5229007633587787,C,[0.43030023 0.56969977],1,1,pilot_it2_collision_assorted_targets_box_1_dis_1_occ-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
