stim_ID,scenario,stim_url,map_url,hdf5_url,correct,label
pilot-containment-box_0002,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-box_0002_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-box_0002_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-box_0002.hdf5,0.7623762376237624,False
pilot-containment-box_0000,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-box_0000_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-box_0000_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-box_0000.hdf5,0.45544554455445546,False
pilot-containment-bowl_0034,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0034_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0034_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0034.hdf5,0.6534653465346535,True
pilot-containment-bowl_0033,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0033_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0033_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0033.hdf5,0.7821782178217822,False
pilot-containment-bowl_0032,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0032_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0032_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0032.hdf5,0.7920792079207921,True
pilot-containment-bowl_0031,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0031_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0031_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0031.hdf5,0.44554455445544555,False
pilot-containment-bowl_0030,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0030_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0030_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0030.hdf5,0.19801980198019803,False
pilot-containment-bowl_0029,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0029_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0029_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0029.hdf5,0.9603960396039604,True
pilot-containment-bowl_0028,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0028_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0028_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0028.hdf5,0.9702970297029703,True
pilot-containment-box_0013,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-box_0013_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-box_0013_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-box_0013.hdf5,0.4752475247524752,True
pilot-containment-cylinder-bowl_0006,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0006_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0006_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0006.hdf5,0.9504950495049505,True
pilot-containment-cylinder-bowl_0007,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0007_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0007_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0007.hdf5,0.8415841584158416,True
pilot-containment-cylinder-bowl_0008,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0008_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0008_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0008.hdf5,0.5346534653465347,True
pilot-containment-vase_0002,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0002_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0002_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0002.hdf5,0.6831683168316832,True
pilot-containment-vase_0001,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0001_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0001_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0001.hdf5,0.3465346534653465,True
pilot-containment-vase_0000,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0000_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0000_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0000.hdf5,0.6534653465346535,False
pilot-containment-torus_0024,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0024_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0024_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0024.hdf5,0.3564356435643564,False
pilot-containment-torus_0021,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0021_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0021_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0021.hdf5,0.8910891089108911,False
pilot-containment-torus_0020,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0020_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0020_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0020.hdf5,0.9603960396039604,True
pilot-containment-vase_0003,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0003_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0003_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0003.hdf5,0.9504950495049505,False
pilot-containment-torus_0015,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0015_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0015_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0015.hdf5,0.8415841584158416,True
pilot-containment-torus_0013,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0013_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0013_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0013.hdf5,0.24752475247524752,False
pilot-containment-torus_0012,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0012_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0012_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0012.hdf5,0.0891089108910891,False
pilot-containment-torus_0010,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0010_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0010_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0010.hdf5,0.9504950495049505,False
pilot-containment-torus_0009,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0009_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0009_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0009.hdf5,0.7227722772277227,False
pilot-containment-torus_0008,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0008_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0008_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0008.hdf5,0.9702970297029703,True
pilot-containment-torus_0007,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0007_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0007_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0007.hdf5,0.5148514851485149,False
pilot-containment-torus_0014,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0014_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0014_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0014.hdf5,0.16831683168316833,False
pilot-containment-vase_0004,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0004_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0004_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0004.hdf5,0.9603960396039604,False
pilot-containment-vase_0005,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0005_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0005_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0005.hdf5,0.900990099009901,False
pilot-containment-vase_0006,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0006_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0006_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0006.hdf5,0.16831683168316833,True
pilot-containment-vase_0023,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0023_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0023_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0023.hdf5,0.900990099009901,False
pilot-containment-vase_0022,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0022_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0022_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0022.hdf5,0.9207920792079208,False
pilot-containment-vase_0021,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0021_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0021_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0021.hdf5,0.8613861386138614,True
pilot-containment-vase_0020,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0020_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0020_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0020.hdf5,0.9900990099009901,False
pilot-containment-vase_0019,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0019_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0019_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0019.hdf5,0.8613861386138614,True
pilot-containment-vase_0018,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0018_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0018_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0018.hdf5,0.5247524752475248,True
pilot-containment-vase_0016,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0016_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0016_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0016.hdf5,0.6336633663366337,True
pilot-containment-vase_0015,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0015_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0015_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0015.hdf5,0.8217821782178217,False
pilot-containment-vase_0014,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0014_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0014_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0014.hdf5,0.7920792079207921,True
pilot-containment-vase_0013,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0013_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0013_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0013.hdf5,0.9405940594059405,False
pilot-containment-vase_0012,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0012_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0012_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0012.hdf5,0.8910891089108911,False
pilot-containment-vase_0010,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0010_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0010_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0010.hdf5,0.37623762376237624,False
pilot-containment-vase_0009,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0009_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0009_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0009.hdf5,0.8217821782178217,False
pilot-containment-vase_0008,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0008_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0008_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0008.hdf5,0.8217821782178217,False
pilot-containment-vase_0007,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0007_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0007_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-vase_0007.hdf5,0.8415841584158416,False
pilot-containment-torus_0006,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0006_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0006_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0006.hdf5,0.9405940594059405,True
pilot-containment-torus_0005,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0005_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0005_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0005.hdf5,0.40594059405940597,False
pilot-containment-torus_0004,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0004_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0004_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0004.hdf5,0.9504950495049505,False
pilot-containment-torus_0003,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0003_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0003_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0003.hdf5,0.7623762376237624,True
pilot-containment-multi-bowl_0005,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0005_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0005_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0005.hdf5,0.9900990099009901,True
pilot-containment-multi-bowl_0004,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0004_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0004_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0004.hdf5,0.9108910891089109,False
pilot-containment-multi-bowl_0003,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0003_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0003_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0003.hdf5,0.43564356435643564,False
pilot-containment-multi-bowl_0001,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0001_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0001_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0001.hdf5,0.9405940594059405,False
pilot-containment-multi-bowl_0000,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0000_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0000_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0000.hdf5,0.9405940594059405,True
pilot-containment-cylinder-bowl_0024,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0024_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0024_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0024.hdf5,0.8712871287128713,True
pilot-containment-cylinder-bowl_0023,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0023_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0023_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0023.hdf5,0.22772277227722773,False
pilot-containment-cylinder-bowl_0022,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0022_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0022_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0022.hdf5,0.13861386138613863,False
pilot-containment-cylinder-bowl_0021,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0021_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0021_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0021.hdf5,0.32673267326732675,False
pilot-containment-cylinder-bowl_0020,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0020_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0020_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0020.hdf5,0.9108910891089109,False
pilot-containment-cylinder-bowl_0018,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0018_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0018_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0018.hdf5,0.801980198019802,True
pilot-containment-cylinder-bowl_0016,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0016_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0016_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0016.hdf5,0.9504950495049505,True
pilot-containment-cylinder-bowl_0015,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0015_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0015_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0015.hdf5,0.7821782178217822,False
pilot-containment-cylinder-bowl_0011,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0011_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0011_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0011.hdf5,0.8811881188118812,True
pilot-containment-cylinder-bowl_0010,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0010_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0010_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-cylinder-bowl_0010.hdf5,0.9900990099009901,True
pilot-containment-multi-bowl_0006,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0006_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0006_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0006.hdf5,0.9801980198019802,True
pilot-containment-bowl_0005,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0005_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0005_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-bowl_0005.hdf5,0.9504950495049505,False
pilot-containment-multi-bowl_0007,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0007_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0007_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0007.hdf5,0.7326732673267327,False
pilot-containment-multi-bowl_0009,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0009_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0009_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0009.hdf5,0.9702970297029703,True
pilot-containment-torus_0002,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0002_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0002_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0002.hdf5,0.8811881188118812,True
pilot-containment-torus_0001,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0001_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0001_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0001.hdf5,0.9504950495049505,True
pilot-containment-torus_0000,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0000_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0000_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-torus_0000.hdf5,0.6633663366336634,True
pilot-containment-multi-bowl_0023,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0023_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0023_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0023.hdf5,0.9405940594059405,True
pilot-containment-multi-bowl_0022,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0022_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0022_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0022.hdf5,0.9207920792079208,False
pilot-containment-multi-bowl_0021,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0021_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0021_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0021.hdf5,0.9306930693069307,True
pilot-containment-multi-bowl_0020,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0020_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0020_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0020.hdf5,0.9207920792079208,False
pilot-containment-multi-bowl_0019,contain,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0019_img.mp4,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0019_map.png,https://human-physics-benchmarking-containment-pilot.s3.amazonaws.com/pilot-containment-multi-bowl_0019.hdf5,0.9405940594059405,True
